tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance
4,94,0.9888,care,81,0.0,0.3325,5
4,72,0.9538,care,75,0.0,0.27,1
4,80,0.9788,care,75,0.0,0.27,2
4,74,0.9788,care,81,0.0,0.3325,8
5,80,0.97332,care,81,0.5,0.399,6
5,86,0.9483199999999999,care,75,0.0,0.3165,3
5,94,0.98332,care,81,0.0,0.399,4
5,74,0.97332,care,81,0.0,0.399,7
5,72,0.9233199999999999,care,81,0.0,0.399,6
6,72,0.9177599999999999,care,81,0.0,0.3405,5
6,80,0.96776,care,81,0.5,0.3405,5
6,74,0.96776,care,81,0.0,0.3405,6
6,86,0.9427599999999999,care,75,0.0,0.383,2
6,94,0.97776,care,81,0.0,0.3405,3
7,86,0.93712,care,75,0.0,0.387,1
7,80,0.96212,care,81,0.5,0.28200000000000003,4
7,72,0.9121199999999999,care,81,0.0,0.28200000000000003,4
7,94,0.97212,care,81,0.0,0.28200000000000003,2
7,74,0.96212,care,73,0.0,0.391,5
8,80,0.9563999999999999,care,95,0.0,0.34850000000000003,3
8,86,0.9063999999999999,care,73,0.0,0.4575,4
8,74,0.9563999999999999,care,73,0.0,0.4575,5
8,72,0.9063999999999999,care,81,0.0,0.2235,3
8,94,0.9663999999999999,care,95,0.5,0.34850000000000003,5
9,82,0.9255999999999999,care,77,0.0,0.34850000000000003,4
9,74,0.9505999999999999,care,73,0.0,0.524,4
9,76,0.9355999999999999,care,83,0.0,0.133,1
9,72,0.9005999999999998,care,81,0.0,0.29000000000000004,2
9,86,0.9005999999999998,care,73,0.0,0.524,3
10,94,0.9547199999999999,care,95,0.5,0.2315,3
10,80,0.9447199999999999,care,95,0.0,0.2315,1
10,76,0.9047199999999999,care,77,0.5,0.35250000000000004,5
10,82,0.9197199999999999,care,77,0.0,0.35250000000000004,3
10,74,0.9447199999999999,care,73,0.0,0.528,3
10,72,0.8947199999999998,care,81,0.0,0.35650000000000004,1
10,86,0.8947199999999998,care,73,0.0,0.528,2
11,72,0.8637599999999999,care,81,0.0,0.3165,1
11,94,0.9487599999999999,care,95,0.5,0.129,2
11,74,0.9387599999999999,care,73,0.0,0.532,2
11,86,0.8887599999999999,care,73,0.0,0.532,1
11,80,0.9137599999999999,care,81,0.5,0.3165,5
12,94,0.9477199999999999,care,95,0.5,0.133,2
12,80,0.9127199999999999,care,81,0.5,0.3165,5
12,82,0.9077199999999999,care,77,0.0,0.23550000000000001,1
12,74,0.9377199999999999,care,73,0.0,0.504,2
12,72,0.8327199999999998,care,81,0.0,0.3165,1
12,86,0.8577199999999998,care,73,0.0,0.504,1
12,76,0.8927199999999998,care,77,0.5,0.23550000000000001,3
13,82,0.8765999999999998,care,83,0.5,0.3285,5
13,94,0.9465999999999999,care,81,0.0,0.3165,4
13,80,0.9115999999999999,care,81,0.5,0.3165,5
13,72,0.8015999999999998,forage,,,,
13,74,0.9365999999999999,care,73,0.0,0.504,2
13,76,0.8865999999999998,care,77,0.5,0.129,2
13,86,0.8265999999999998,care,73,0.0,0.504,1
13,88,0.8888399999999999,care,81,0.0,0.3165,8
14,86,0.7953999999999998,care,73,0.0,0.504,1
14,74,0.9353999999999999,care,73,0.0,0.504,2
14,72,0.7953999999999998,care,73,0.5,0.504,8
15,94,0.93412,care,81,0.0,0.3245,2
15,80,0.8991199999999999,care,75,0.0,0.28200000000000003,4
15,86,0.7641199999999998,care,73,0.0,0.4415,1
15,88,0.8763599999999999,care,81,0.0,0.3245,6
15,74,0.93412,care,73,0.0,0.4415,2
15,72,0.7891199999999998,care,73,0.5,0.4415,7
16,88,0.8699999999999999,care,81,0.0,0.391,5
16,80,0.8927599999999999,care,75,0.0,0.28600000000000003,3
16,94,0.9277599999999999,care,81,0.0,0.391,1
16,72,0.7827599999999998,care,73,0.5,0.379,6
16,74,0.9327599999999999,care,73,0.0,0.379,2
16,86,0.7327599999999997,forage,,,,
17,86,0.7263199999999997,forage,,,,
17,72,0.7763199999999998,care,73,0.5,0.3205,5
17,80,0.8863199999999999,care,75,0.0,0.29000000000000004,2
17,84,0.88072,care,89,0.0,0.3165,1
17,88,0.8635599999999999,care,81,0.0,0.379,4
17,94,0.8963199999999999,care,81,0.0,0.379,1
17,74,0.9313199999999999,care,81,0.0,0.379,8
18,72,0.7697999999999998,care,73,0.5,0.262,4
18,88,0.8570399999999999,care,81,0.0,0.379,3
18,84,0.8492,care,89,0.0,0.379,1
18,86,0.7247999999999998,forage,,,,
18,94,0.8647999999999999,care,81,0.0,0.379,1
18,74,0.9248,care,81,0.0,0.379,7
18,80,0.8797999999999999,care,81,0.5,0.379,6
19,90,0.9166,care,85,0.0,0.145,6
19,84,0.8175999999999999,care,89,0.0,0.4415,1
19,94,0.8331999999999998,care,75,0.0,0.42300000000000004,5
19,76,0.8531999999999998,care,77,0.5,0.3405,5
19,82,0.8431999999999998,care,77,0.0,0.3405,4
19,74,0.9181999999999999,care,81,0.0,0.3165,6
19,72,0.7631999999999998,forage,,,,
19,80,0.8731999999999999,care,81,0.5,0.3165,5
19,86,0.9731999999999997,care,75,0.0,0.42300000000000004,5
19,88,0.8504399999999999,care,81,0.0,0.3165,2
20,80,0.8665199999999998,care,81,0.5,0.258,4
20,74,0.9115199999999999,care,75,0.5,0.42700000000000005,6
20,90,0.90992,care,85,0.0,0.149,5
20,94,0.8265199999999998,care,75,0.0,0.42700000000000005,4
20,72,0.7565199999999997,forage,,,,
20,84,0.7859199999999998,care,89,0.0,0.504,1
20,88,0.8437599999999998,care,81,0.0,0.258,1
20,86,0.9665199999999997,care,75,0.0,0.42700000000000005,4
21,88,0.8119999999999998,care,89,0.5,0.504,8
21,84,0.7541599999999998,care,89,0.0,0.504,1
21,86,0.9597599999999997,care,75,0.0,0.36850000000000005,3
