tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,275,0.9788,care,226,0.0,0.262,2,226;240;244;246;250;254;256;268;270;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2620;0.2700;0.2075;0.2075;0.2075;0.3325;0.2075;0.3325;0.2075;0.2700,2;6;4;6;8;5;8;5;1;4
4,271,0.9788,care,226,0.0,0.262,4,226;228;240;250;254;270;272,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2620;0.1330;0.2700;0.2075;0.3325;0.2075;0.2700,4;7;6;3;7;5;4
4,245,0.9788,care,254,0.0,0.3325,5,226;234;236;244;246;254;256;258;268;270;274;276,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.1995;0.2075;0.2075;0.2075;0.3325;0.2075;0.1995;0.3325;0.2075;0.2700;0.2700,4;7;8;3;3;5;5;8;3;3;8;2
4,249,0.9788,care,250,0.5,0.2075,3,226;228;240;250;254;270;272,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2620;0.1330;0.2700;0.2075;0.3325;0.2075;0.2700,4;7;7;3;8;5;4
4,261,0.9788,care,260,0.0,0.3325,8,238;252;260;262;264,0.0000;0.0000;0.0000;0.5000;0.0000,0.1290;0.1290;0.3325;0.3325;0.2700,5;3;8;5;7
4,257,0.9538,care,262,0.0,0.3325,6,234;236;242;244;246;258;262;264;268;270;274;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2075;0.2075;0.2075;0.2075;0.1995;0.3325;0.2700;0.3325;0.2075;0.2700;0.2700,3;3;4;8;8;3;6;5;8;8;3;7
4,273,0.9788,care,234,0.0,0.1995,1,234;236;242;244;246;256;258;262;264;268;274;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1995;0.2075;0.2075;0.2075;0.2075;0.2075;0.1995;0.3325;0.2700;0.3325;0.2700;0.2700,1;2;3;6;6;8;2;8;6;6;4;5
4,233,0.9288,care,262,0.0,0.3325,6,234;236;242;244;246;258;262;264;268;274;276,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2075;0.2075;0.2075;0.2075;0.1995;0.3325;0.2700;0.3325;0.2700;0.2700,3;3;4;8;8;2;6;4;8;2;7
4,255,0.9788,care,268,0.0,0.3325,4,234;236;242;244;246;256;258;268;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1995;0.2075;0.2075;0.2075;0.2075;0.2075;0.1995;0.3325;0.2700,4;4;3;5;3;3;6;4;5
4,247,0.9538,care,266,0.0,0.3325,3,248;266,0.5000;0.0000,0.2035;0.3325,3;3
4,241,0.9538,care,268,0.0,0.3325,4,234;236;242;244;246;256;258;264;268;274;276,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2075;0.2075;0.2075;0.2075;0.2075;0.1995;0.2700;0.3325;0.2700;0.2700,1;2;3;5;4;6;3;8;4;6;5
4,263,0.9788,care,262,0.0,0.3325,8,234;236;242;246;258;262;264;268;274,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1995;0.2075;0.2075;0.2075;0.1995;0.3325;0.2700;0.3325;0.2700,3;3;4;8;2;8;4;8;2
4,237,0.9288,care,260,0.0,0.3325,8,238;252;260,0.5000;0.0000;0.0000,0.1290;0.1290;0.3325,2;1;8
4,269,0.9538,care,250,0.0,0.2075,5,226;240;244;250;254;262;268;270;272;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2620;0.2700;0.2075;0.2075;0.3325;0.3325;0.3325;0.2075;0.2700;0.2700,2;6;7;5;7;8;8;3;6;7
4,253,0.9788,care,254,0.5,0.3325,5,226;240;244;246;250;254;268;270;272;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2620;0.2700;0.2075;0.2075;0.2075;0.3325;0.3325;0.2075;0.2700;0.2700,2;4;6;8;6;5;7;2;7;6
4,239,0.9788,care,254,0.0,0.3325,5,226;240;244;250;254;268;270;272;276,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.2700;0.2075;0.2075;0.3325;0.3325;0.2075;0.2700;0.2700,2;4;7;5;5;8;3;6;7
4,267,0.9788,care,254,0.0,0.3325,6,226;240;244;246;254;256;268;270;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2620;0.2700;0.2075;0.2075;0.3325;0.2075;0.3325;0.2075;0.2700,2;7;5;5;6;7;5;1;4
4,227,0.9538,care,254,0.0,0.3325,8,228;230;232;240;250;254;272,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1330;0.2075;0.2075;0.2700;0.2075;0.3325;0.2700,2;5;7;4;4;8;3
4,225,0.9538,care,254,0.0,0.3325,3,226;228;240;244;250;254;270;272;276,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.1330;0.2700;0.2075;0.2075;0.3325;0.2075;0.2700;0.2700,4;8;2;8;6;3;4;5;8
4,243,0.9788,care,226,0.0,0.262,3,226;234;240;244;246;254;256;268;270;276,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.1995;0.2700;0.2075;0.2075;0.3325;0.2075;0.3325;0.2075;0.2700,3;8;8;3;4;4;6;3;2;2
4,265,0.9788,care,266,0.5,0.3325,5,248;266,0.0000;0.5000,0.2035;0.3325,1;5
4,235,0.9538,care,262,0.0,0.3325,6,234;236;242;244;246;258;262;264;268;274;276,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2075;0.2075;0.2075;0.2075;0.1995;0.3325;0.2700;0.3325;0.2700;0.2700,3;3;4;8;8;1;6;4;8;2;7
4,259,0.9788,care,252,0.0,0.129,2,238;252;260;262,0.0000;0.0000;0.5000;0.0000,0.1290;0.1290;0.3325;0.3325,5;2;5;7
5,227,0.9483199999999999,care,254,0.0,0.274,7,226;228;230;232;240;250;254;272,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3285;0.1995;0.2740;0.2740;0.2115;0.1490;0.2740;0.3365,8;3;6;7;4;4;7;3
5,231,0.97332,care,240,0.0,0.2115,7,228;230;232;240;250;272,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1995;0.2740;0.2740;0.2115;0.1490;0.3365,2;2;4;7;5;4
5,251,0.9483199999999999,care,262,0.0,0.3365,8,238;252;262,0.0000;0.5000;0.0000,0.1955;0.1955;0.3365,2;3;8
5,257,0.9483199999999999,care,262,0.0,0.3365,5,226;234;236;242;258;262;264;270;274;276,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3285;0.2540;0.2740;0.2740;0.2660;0.3365;0.2740;0.2740;0.2740;0.3365,8;4;4;5;4;5;6;7;4;8
5,229,0.9483199999999999,care,250,0.0,0.149,3,228;230;232;240;250;272,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2740;0.2740;0.2115;0.1490;0.3365,1;4;5;6;3;2
5,267,0.97332,care,254,0.0,0.274,5,226;240;244;246;250;254;256;268;270;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3285;0.2115;0.2740;0.2740;0.1490;0.2740;0.2115;0.3365;0.2740;0.3365,2;6;4;6;8;5;8;5;1;4
5,235,0.9483199999999999,care,262,0.0,0.3365,5,234;236;242;258;262;264;274;276,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2660;0.3365;0.2740;0.2740;0.3365,4;4;5;2;5;3;1;8
5,241,0.9483199999999999,care,268,0.0,0.3365,3,234;236;242;244;246;256;258;268;270;274;276,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.2660;0.3365;0.2740;0.2740;0.3365,2;3;4;4;3;5;4;3;8;7;4
5,253,0.97332,care,254,0.5,0.274,4,226;240;244;246;250;254;268;270;272;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.3285;0.2115;0.2740;0.2740;0.1490;0.2740;0.3365;0.2740;0.3365;0.3365,3;4;6;8;6;4;7;2;7;6
5,255,0.97332,care,268,0.0,0.3365,3,234;236;242;244;246;256;258;268;270;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.2660;0.3365;0.2740;0.3365,4;4;4;4;2;3;6;3;8;4
5,275,0.97332,care,268,0.0,0.3365,6,226;240;244;246;250;254;268;270;272;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3285;0.2115;0.2740;0.2740;0.1490;0.2740;0.3365;0.2740;0.3365;0.3365,1;5;5;7;7;6;6;1;8;5
5,271,0.97332,care,272,0.5,0.3365,5,226;228;240;244;250;254;270;272;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3285;0.1995;0.2115;0.2740;0.1490;0.2740;0.2740;0.3365;0.3365,3;8;6;8;4;7;4;5;8
5,269,0.9483199999999999,care,250,0.0,0.149,4,226;228;240;244;250;254;270;272;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3285;0.1995;0.2115;0.2740;0.1490;0.2740;0.2740;0.3365;0.3365,3;8;7;8;4;8;4;5;8
5,263,0.97332,care,262,0.0,0.3365,7,234;236;242;244;246;258;262;264;268;274;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2660;0.3365;0.2740;0.3365;0.2740;0.3365,3;3;4;8;8;1;7;4;8;2;8
5,259,0.97332,care,260,0.5,0.399,6,238;252;260;262,0.0000;0.0000;0.5000;0.0000,0.1955;0.1955;0.3990;0.3365,4;1;6;7
5,225,0.9483199999999999,care,254,0.0,0.274,2,226;240;244;250;254;268;270;272;276,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3285;0.2115;0.2740;0.1490;0.2740;0.3365;0.2740;0.3365;0.3365,5;3;7;7;2;8;4;6;7
5,261,0.97332,care,260,0.0,0.399,7,238;252;260;262;264,0.0000;0.0000;0.0000;0.5000;0.0000,0.1955;0.1955;0.3990;0.3365;0.2740,5;3;7;5;7
5,233,0.9233199999999999,care,262,0.0,0.3365,5,234;236;242;258;262;264;274;276,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2660;0.3365;0.2740;0.2740;0.3365,4;4;5;2;5;4;2;8
5,239,0.97332,care,254,0.0,0.274,4,226;240;244;250;254;268;270;272;276,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3285;0.2115;0.2740;0.1490;0.2740;0.3365;0.2740;0.3365;0.3365,3;3;7;5;4;8;3;6;7
5,243,0.97332,care,268,0.0,0.3365,4,226;240;244;246;254;256;268;270;276,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3285;0.2115;0.2740;0.2740;0.2740;0.2115;0.3365;0.2740;0.3365,2;7;4;5;5;7;4;1;3
5,273,0.9483199999999999,care,262,0.0,0.3365,8,234;236;242;244;246;256;258;262;264;268;274;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.2660;0.3365;0.2740;0.3365;0.2740;0.3365,1;2;3;6;6;8;2;8;6;6;4;5
5,249,0.97332,care,250,0.5,0.149,2,226;228;240;250;254;270;272,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3285;0.1995;0.2115;0.1490;0.2740;0.2740;0.3365,5;6;7;2;8;6;3
5,245,0.97332,care,254,0.0,0.274,4,226;234;240;244;246;254;256;268;270;276,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3285;0.2540;0.2115;0.2740;0.2740;0.2740;0.2115;0.3365;0.2740;0.3365,4;8;8;2;4;4;6;3;3;2
5,237,0.9233199999999999,care,260,0.0,0.399,7,238;252;260,0.5000;0.0000;0.0000,0.1955;0.1955;0.3990,3;1;7
6,235,0.9427599999999999,care,262,0.0,0.3405,4,234;236;242;258;262;264;274,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3205;0.3405;0.3405;0.2700;0.3405;0.2155;0.2155,5;5;6;3;4;4;2
6,231,0.96776,care,240,0.0,0.2155,6,228;230;232;240;250;272,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2660;0.3405;0.3405;0.2155;0.0905;0.2780,1;3;5;6;4;3
6,259,0.96776,care,260,0.5,0.3405,5,238;252;260;262,0.0000;0.0000;0.5000;0.0000,0.2620;0.1995;0.3405;0.3405,5;2;5;7
6,265,0.96776,care,266,0.5,0.2155,3,248;266,0.0000;0.5000,0.3365;0.2155,3;3
6,267,0.96776,care,254,0.0,0.2155,4,226;240;244;246;250;254;256;268;270;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3950;0.2155;0.2155;0.3405;0.0905;0.2155;0.2155;0.3405;0.3405;0.2780,3;6;4;6;8;4;8;5;2;4
6,227,0.9427599999999999,care,254,0.0,0.2155,6,226;228;230;232;240;250;254;270;272,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3950;0.2660;0.3405;0.3405;0.2155;0.0905;0.2155;0.3405;0.2780,7;4;7;7;4;4;6;8;3
6,271,0.96776,care,272,0.5,0.278,4,226;228;240;250;254;270;272,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3950;0.2660;0.2155;0.0905;0.2155;0.3405;0.2780,4;7;6;3;7;5;4
6,269,0.9427599999999999,care,250,0.0,0.0905,3,226;228;240;250;254;270;272,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3950;0.2660;0.2155;0.0905;0.2155;0.3405;0.2780,4;7;7;3;8;5;4
6,249,0.96776,care,226,0.0,0.395,6,226;228;230;232;240;250;254;270;272,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3950;0.2660;0.3405;0.3405;0.2155;0.0905;0.2155;0.3405;0.2780,6;5;8;8;7;1;8;7;2
6,253,0.96776,care,254,0.5,0.2155,3,226;240;244;246;250;254;268;270;272;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.3950;0.2155;0.2155;0.3405;0.0905;0.2155;0.3405;0.3405;0.2780;0.2780,4;4;6;8;6;3;7;3;7;6
6,229,0.9427599999999999,care,230,0.5,0.3405,5,228;230;232;240;250;254;272,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2660;0.3405;0.3405;0.2155;0.0905;0.2155;0.2780,2;5;5;7;2;8;1
6,255,0.96776,care,268,0.0,0.3405,2,226;234;236;242;244;246;256;258;268;270;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.3950;0.3205;0.3405;0.3405;0.2155;0.3405;0.2155;0.2700;0.3405;0.3405;0.2780,8;4;4;5;3;1;3;6;2;7;3
6,273,0.9427599999999999,care,262,0.0,0.3405,7,234;236;242;244;246;258;262;264;268;274;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3205;0.3405;0.3405;0.2155;0.3405;0.2700;0.3405;0.2155;0.3405;0.2155;0.2780,2;2;3;7;7;2;7;5;7;3;6
6,245,0.96776,care,226,0.0,0.395,4,226;240;244;246;254;256;268;270;276,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3950;0.2155;0.2155;0.3405;0.2155;0.2155;0.3405;0.3405;0.2780,4;7;3;5;3;7;4;3;3
6,275,0.96776,care,268,0.0,0.3405,5,226;240;244;246;250;254;256;268;270;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3950;0.2155;0.2155;0.3405;0.0905;0.2155;0.2155;0.3405;0.3405;0.2780,2;6;4;6;8;5;8;5;1;4
6,225,0.9427599999999999,care,254,0.0,0.2155,1,226;240;244;250;254;268;270;272;276,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3950;0.2155;0.2155;0.0905;0.2155;0.3405;0.3405;0.2780;0.2780,6;3;7;8;1;8;5;7;7
6,247,0.9427599999999999,care,248,0.5,0.3365,5,248;266,0.5000;0.0000,0.3365;0.2155,5;1
6,263,0.96776,care,262,0.0,0.3405,6,234;236;242;258;262;264;274;276,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3205;0.3405;0.3405;0.2700;0.3405;0.2155;0.2155;0.2780,4;4;5;2;6;3;1;8
