tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance
4,46,0.9788,care,9,0.0,0.3325,6
4,8,0.9788,care,3,0.0,0.2075,3
4,42,0.9888,care,1,0.0,0.0785,2
4,58,0.9788,care,7,0.0,0.1915,3
4,32,0.9938,care,9,0.0,0.3325,3
4,20,0.9538,care,41,0.0,0.3325,6
4,18,0.9538,care,31,0.0,0.27,1
4,22,0.9888,care,3,0.0,0.2075,4
4,38,0.9888,care,57,0.0,0.3325,7
4,12,0.9538,care,29,0.0,0.2075,3
4,36,0.9788,care,31,0.0,0.27,5
4,30,0.9538,care,57,0.0,0.3325,2
4,26,0.9838,care,9,0.0,0.3325,5
4,14,0.9888,care,9,0.0,0.3325,7
4,56,0.9788,care,57,0.5,0.3325,5
4,52,0.9538,care,31,0.0,0.27,7
4,40,0.9788,care,7,0.0,0.1915,2
4,2,0.9788,care,1,0.0,0.0785,2
4,6,0.9288,care,41,0.0,0.3325,6
4,34,0.9888,care,9,0.0,0.3325,5
4,50,0.9788,care,9,0.0,0.3325,6
5,28,0.97332,care,29,0.5,0.149,2
5,16,0.9483199999999999,care,17,0.5,0.3365,5
5,50,0.97332,care,9,0.0,0.3365,5
5,40,0.97332,care,41,0.5,0.399,6
5,8,0.97832,care,9,0.5,0.3365,5
5,52,0.9483199999999999,care,31,0.0,0.3165,6
5,22,0.98832,care,41,0.0,0.399,8
5,26,0.97832,care,9,0.0,0.3365,4
5,58,0.97332,care,41,0.0,0.399,7
5,6,0.9233199999999999,care,41,0.0,0.399,5
5,18,0.9233199999999999,care,31,0.0,0.3165,1
5,42,0.98832,care,9,0.0,0.3365,8
5,12,0.9483199999999999,care,29,0.0,0.149,2
5,14,0.98332,care,9,0.0,0.3365,6
5,34,0.98332,care,9,0.0,0.3365,4
5,38,0.98332,care,57,0.0,0.274,6
5,4,0.9483199999999999,care,17,0.0,0.3365,5
5,46,0.97332,care,9,0.0,0.3365,6
5,54,0.99332,care,17,0.0,0.3365,2
5,10,0.97332,care,29,0.0,0.149,6
5,48,0.97332,care,49,0.5,0.2115,3
5,32,0.98832,care,9,0.0,0.3365,2
5,30,0.9483199999999999,care,57,0.0,0.274,1
5,36,0.97332,care,31,0.0,0.3165,4
5,56,0.97332,care,57,0.5,0.274,4
5,20,0.9483199999999999,care,41,0.0,0.399,5
6,24,0.9527599999999999,care,45,0.0,0.153,3
6,26,0.97276,care,9,0.0,0.278,3
6,18,0.8927599999999999,care,37,0.0,0.3405,7
6,52,0.9427599999999999,care,7,0.0,0.3245,3
6,56,0.96776,care,57,0.5,0.1915,3
6,30,0.9177599999999999,care,37,0.0,0.3405,5
6,40,0.96776,care,41,0.5,0.3405,5
6,58,0.96776,care,41,0.0,0.3405,6
6,14,0.97776,care,9,0.0,0.278,5
6,42,0.98276,care,9,0.0,0.278,7
6,46,0.96776,care,9,0.0,0.278,6
6,10,0.96776,care,29,0.0,0.0905,5
6,44,0.9427599999999999,care,45,0.5,0.153,2
6,2,0.96776,care,3,0.5,0.2155,3
6,50,0.96776,care,9,0.0,0.278,4
6,22,0.98276,care,41,0.0,0.3405,7
6,8,0.97276,care,9,0.5,0.278,4
6,32,0.98276,care,9,0.0,0.278,1
6,34,0.97776,care,41,0.0,0.3405,7
6,54,0.98776,care,17,0.0,0.278,1
6,6,0.9177599999999999,care,41,0.0,0.3405,4
6,36,0.96776,care,31,0.0,0.3165,3
6,28,0.96776,care,5,0.0,0.3245,8
6,0,0.95776,care,3,0.0,0.2155,3
6,4,0.9427599999999999,care,17,0.0,0.278,4
6,48,0.96776,care,49,0.5,0.153,2
6,20,0.9427599999999999,care,41,0.0,0.3405,4
7,50,0.96212,care,47,0.0,0.34450000000000003,6
7,22,0.97712,care,41,0.0,0.28200000000000003,6
7,24,0.94712,care,45,0.0,0.0945,2
7,6,0.9121199999999999,care,41,0.0,0.28200000000000003,3
7,28,0.96212,care,5,0.0,0.391,7
7,14,0.97712,care,9,0.0,0.1915,5
7,36,0.96212,care,37,0.5,0.40700000000000003,6
7,4,0.93712,care,17,0.0,0.1915,3
7,10,0.96212,care,29,0.0,0.157,4
7,26,0.96712,care,47,0.0,0.34450000000000003,4
7,0,0.95212,care,3,0.0,0.157,2
7,54,0.95712,care,5,0.0,0.391,8
7,40,0.96212,care,41,0.5,0.28200000000000003,4
7,42,0.97712,care,9,0.0,0.1915,6
7,56,0.96212,care,37,0.0,0.40700000000000003,8
7,2,0.96212,care,3,0.5,0.157,2
7,48,0.96212,care,49,0.5,0.0945,1
7,30,0.9121199999999999,care,37,0.0,0.40700000000000003,4
7,32,0.95212,care,47,0.0,0.34450000000000003,6
7,52,0.93712,care,7,0.0,0.391,2
7,58,0.96212,care,41,0.0,0.28200000000000003,5
7,20,0.93712,care,7,0.0,0.391,4
7,44,0.93712,care,5,0.0,0.391,4
7,38,0.97212,care,31,0.0,0.383,8
7,18,0.8871199999999999,care,37,0.0,0.40700000000000003,6
7,8,0.96712,care,9,0.5,0.1915,3
7,34,0.97212,care,41,0.0,0.28200000000000003,6
7,46,0.96712,care,47,0.5,0.34450000000000003,5
8,30,0.9063999999999999,care,37,0.0,0.34850000000000003,3
8,38,0.9663999999999999,care,31,0.0,0.4495,7
8,16,0.9313999999999999,care,17,0.5,0.133,2
8,44,0.9313999999999999,care,5,0.0,0.4575,3
8,32,0.9463999999999999,care,47,0.0,0.28600000000000003,5
8,20,0.9313999999999999,care,7,0.0,0.4575,3
8,10,0.9563999999999999,care,5,0.0,0.4575,5
8,58,0.9563999999999999,care,41,0.0,0.2235,4
8,40,0.9563999999999999,care,41,0.5,0.2235,3
8,24,0.9413999999999999,care,5,0.0,0.4575,4
8,4,0.9313999999999999,care,17,0.0,0.133,2
8,36,0.9563999999999999,care,37,0.5,0.34850000000000003,5
8,28,0.9563999999999999,care,5,0.0,0.4575,6
8,52,0.9313999999999999,care,7,0.0,0.4575,1
8,54,0.9513999999999999,care,5,0.0,0.4575,8
8,42,0.9713999999999999,care,9,0.0,0.133,5
8,6,0.9063999999999999,care,41,0.0,0.2235,2
8,14,0.9713999999999999,care,9,0.0,0.133,4
8,12,0.9313999999999999,care,17,0.0,0.133,4
8,46,0.9613999999999999,care,47,0.5,0.28600000000000003,4
8,50,0.9563999999999999,care,47,0.0,0.28600000000000003,5
8,18,0.8813999999999999,care,37,0.0,0.34850000000000003,5
8,56,0.9563999999999999,care,37,0.0,0.34850000000000003,7
8,26,0.9613999999999999,care,47,0.0,0.28600000000000003,3
8,8,0.9613999999999999,care,9,0.5,0.133,2
9,8,0.9555999999999999,care,51,0.0,0.35250000000000004,5
9,6,0.9005999999999998,care,7,0.5,0.4415,7
9,56,0.9505999999999999,care,37,0.0,0.29000000000000004,6
9,50,0.9555999999999999,care,47,0.0,0.2275,5
9,32,0.9405999999999999,care,47,0.0,0.2275,4
9,46,0.9555999999999999,care,47,0.5,0.2275,3
9,44,0.9255999999999999,care,5,0.0,0.524,2
9,54,0.9455999999999999,care,5,0.0,0.524,7
9,38,0.9605999999999999,care,31,0.0,0.516,6
9,26,0.9555999999999999,care,47,0.0,0.2275,2
9,40,0.9505999999999999,care,41,0.5,0.165,2
9,30,0.9005999999999998,care,31,0.5,0.516,8
9,36,0.9505999999999999,care,37,0.5,0.29000000000000004,4
9,10,0.9505999999999999,care,5,0.0,0.524,4
9,34,0.9605999999999999,care,7,0.0,0.4415,8
9,4,0.9255999999999999,care,17,0.0,0.0745,1
9,16,0.9255999999999999,care,17,0.5,0.0745,1
9,20,0.9255999999999999,care,7,0.0,0.4415,2
9,24,0.9355999999999999,care,5,0.0,0.524,3
9,58,0.9505999999999999,care,7,0.0,0.4415,4
9,42,0.9705999999999999,care,9,0.0,0.0745,5
9,14,0.9655999999999999,care,51,0.0,0.35250000000000004,4
9,18,0.8805999999999998,care,37,0.0,0.29000000000000004,5
9,28,0.9505999999999999,care,5,0.0,0.524,5
9,52,0.9005999999999998,care,31,0.0,0.516,7
9,12,0.9255999999999999,care,17,0.0,0.0745,3
10,28,0.9447199999999999,care,5,0.0,0.528,4
10,40,0.9447199999999999,care,7,0.0,0.383,6
10,58,0.9447199999999999,care,7,0.0,0.383,3
10,14,0.9597199999999999,care,51,0.0,0.35650000000000004,3
10,6,0.8947199999999998,care,7,0.5,0.383,6
10,42,0.9647199999999999,care,51,0.0,0.35650000000000004,4
10,38,0.9547199999999999,care,31,0.0,0.4575,5
10,24,0.9297199999999999,care,5,0.0,0.528,2
10,52,0.8947199999999998,care,31,0.0,0.4575,6
10,8,0.9497199999999999,care,51,0.0,0.35650000000000004,4
10,50,0.9547199999999999,care,47,0.0,0.169,5
10,30,0.8947199999999998,care,31,0.5,0.4575,7
10,10,0.9447199999999999,care,5,0.0,0.528,3
10,18,0.8747199999999998,care,37,0.0,0.2315,4
10,20,0.9197199999999999,care,7,0.0,0.383,1
10,4,0.8947199999999998,care,5,0.5,0.528,8
10,46,0.9497199999999999,care,47,0.5,0.169,2
10,54,0.9447199999999999,care,5,0.0,0.528,7
10,34,0.9547199999999999,care,7,0.0,0.383,7
10,32,0.9347199999999999,care,51,0.0,0.35650000000000004,7
10,0,0.9097199999999999,care,1,0.5,0.2275,3
10,44,0.9197199999999999,care,5,0.0,0.528,1
10,16,0.8947199999999998,care,39,0.0,0.48150000000000004,5
10,12,0.9197199999999999,care,39,0.0,0.48150000000000004,5
10,36,0.9447199999999999,care,31,0.0,0.4575,5
10,56,0.9447199999999999,care,37,0.0,0.2315,5
11,6,0.8887599999999999,care,7,0.5,0.3165,5
11,16,0.8887599999999999,care,39,0.0,0.548,4
11,32,0.9337599999999999,care,51,0.0,0.42300000000000004,7
11,14,0.9537599999999999,care,51,0.0,0.42300000000000004,2
11,58,0.9387599999999999,care,7,0.0,0.3165,2
11,56,0.9387599999999999,care,37,0.0,0.29800000000000004,4
11,10,0.9387599999999999,care,5,0.0,0.504,2
11,8,0.9437599999999999,care,51,0.0,0.42300000000000004,3
11,2,0.9137599999999999,care,1,0.0,0.169,2
11,42,0.95876,care,51,0.0,0.42300000000000004,3
11,4,0.8887599999999999,care,5,0.5,0.504,8
11,34,0.9487599999999999,care,7,0.0,0.3165,6
11,24,0.9237599999999999,care,5,0.0,0.504,1
11,30,0.8887599999999999,care,31,0.5,0.399,6
11,50,0.9487599999999999,care,47,0.0,0.0665,4
11,44,0.8887599999999999,care,5,0.0,0.504,1
11,28,0.9387599999999999,care,5,0.0,0.504,3
11,20,0.8887599999999999,care,59,0.0,0.36050000000000004,5
11,40,0.9387599999999999,care,7,0.0,0.3165,5
11,38,0.9487599999999999,care,39,0.5,0.548,8
11,36,0.9387599999999999,care,31,0.0,0.399,4
11,26,0.9437599999999999,care,15,0.0,0.23550000000000001,3
11,12,0.9137599999999999,care,39,0.0,0.548,4
11,54,0.9437599999999999,care,5,0.0,0.504,7
11,18,0.8737599999999999,care,31,0.0,0.399,4
11,0,0.9037599999999999,care,1,0.5,0.169,2
11,52,0.8887599999999999,care,31,0.0,0.399,5
12,10,0.9327199999999999,care,5,0.0,0.504,1
12,42,0.9577199999999999,care,51,0.0,0.42700000000000005,3
12,52,0.8827199999999998,care,31,0.0,0.3405,4
12,2,0.9077199999999999,care,1,0.0,0.11050000000000001,1
12,18,0.8677199999999998,care,31,0.0,0.3405,3
12,20,0.8827199999999998,care,59,0.0,0.36450000000000005,4
12,50,0.9477199999999999,care,51,0.5,0.42700000000000005,6
12,28,0.9327199999999999,care,5,0.0,0.504,2
12,34,0.9427199999999999,care,7,0.0,0.258,5
12,38,0.9427199999999999,care,39,0.5,0.48950000000000005,7
12,16,0.8827199999999998,care,39,0.0,0.48950000000000005,3
12,22,0.9477199999999999,care,35,0.0,0.36450000000000005,1
12,54,0.9427199999999999,care,5,0.0,0.504,7
12,4,0.8877199999999998,care,5,0.5,0.504,8
12,32,0.9327199999999999,care,51,0.0,0.42700000000000005,7
12,58,0.9377199999999999,care,7,0.0,0.258,2
12,6,0.8827199999999998,care,7,0.5,0.258,4
12,0,0.8977199999999999,care,1,0.5,0.11050000000000001,1
12,8,0.9377199999999999,care,51,0.0,0.42700000000000005,2
12,14,0.9477199999999999,care,51,0.0,0.42700000000000005,1
12,46,0.9127199999999999,care,35,0.0,0.36450000000000005,4
