tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,739,0.9538,care,744,0.0,0.3325,1,714;720;722;736;740;744,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2660;0.1915;0.2700;0.2700;0.2075;0.3325,5;1;6;3;3;1
4,743,0.9788,care,708,0.0,0.129,4,708;720;722;736;740;744,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1290;0.1915;0.2700;0.2700;0.2075;0.3325,4;5;2;8;6;5
4,735,0.9788,care,714,0.0,0.266,4,714;720;722;736;740;744,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2660;0.1915;0.2700;0.2700;0.2075;0.3325,4;4;8;4;7;4
4,721,0.9538,care,744,0.0,0.3325,8,704;708;710;712;720;722;744;746,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2035;0.1290;0.2075;0.2075;0.1915;0.2700;0.3325;0.2700,7;1;8;6;8;4;8;6
4,707,0.9538,care,744,0.0,0.3325,7,704;708;712;722;744;746,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2035;0.1290;0.2075;0.2700;0.3325;0.2700,8;2;5;3;7;5
4,737,0.9788,care,700,0.0,0.1955,3,700;702;724;728;732;738,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1955;0.1450;0.2700;0.2075;0.2075;0.3325,3;3;5;4;7;5
4,719,0.9788,care,720,0.5,0.1915,3,708;714;720;722;736;740;744,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1290;0.2660;0.1915;0.2700;0.2700;0.2075;0.3325,6;7;3;4;6;4;3
4,713,0.9538,care,720,0.0,0.1915,2,714;720;722;736;740;744,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2660;0.1915;0.2700;0.2700;0.2075;0.3325,4;2;6;4;5;2
4,727,0.9788,care,738,0.0,0.3325,4,700;702;724;728;732;738,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1955;0.1450;0.2700;0.2075;0.2075;0.3325,4;4;4;3;8;4
4,723,0.9788,care,700,0.0,0.1955,4,700;702;724;728;732;734;738,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1955;0.1450;0.2700;0.2075;0.2075;0.2075;0.3325,4;4;4;3;8;7;4
4,709,0.9788,care,704,0.0,0.20350000000000001,4,704;706;708;710;724;726;738,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2035;0.2035;0.1290;0.2075;0.2700;0.1450;0.3325,4;7;7;3;8;3;8
5,719,0.97332,care,720,0.5,0.133,2,708;714;720;722;736;740;744,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1955;0.3325;0.1330;0.2115;0.3365;0.2115;0.3790,7;6;2;5;5;3;2
5,729,0.97332,care,722,0.0,0.2115,3,708;712;714;722;730;744,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1955;0.2740;0.3325;0.2115;0.3365;0.3790,8;4;5;3;5;8
5,727,0.97332,care,738,0.0,0.399,3,700;702;710;724;728;738,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1995;0.2115;0.2740;0.3365;0.1490;0.3990,5;5;8;3;2;3
5,737,0.97332,care,738,0.5,0.399,6,700;702;724;728;732;738,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1995;0.2115;0.3365;0.1490;0.2115;0.3990,2;2;6;5;6;6
5,743,0.97332,care,744,0.5,0.379,6,704;708;712;720;722;740;744;746,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2700;0.1955;0.2740;0.1330;0.2115;0.2115;0.3790;0.2740,8;3;8;6;2;7;6;8
5,739,0.9233199999999999,care,744,0.0,0.379,1,714;720;722;736;740;744,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3325;0.1330;0.2115;0.3365;0.2115;0.3790,5;1;6;3;3;1
5,707,0.9483199999999999,care,744,0.0,0.379,6,704;708;712;720;722;744;746,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.1955;0.2740;0.1330;0.2115;0.3790;0.2740,8;3;6;8;2;6;6
5,713,0.9483199999999999,care,744,0.0,0.379,1,714;720;722;736;740;744,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3325;0.1330;0.2115;0.3365;0.2115;0.3790,5;1;6;3;4;1
5,735,0.97332,care,744,0.0,0.379,4,714;720;722;736;740;744,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3325;0.1330;0.2115;0.3365;0.2115;0.3790,3;4;8;5;7;4
5,699,0.9483199999999999,care,728,0.0,0.149,7,700;702;716;724;728;732;734;738,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2115;0.2035;0.3365;0.1490;0.2115;0.1490;0.3990,3;2;8;8;7;4;6;8
5,721,0.9483199999999999,care,744,0.0,0.379,7,704;708;712;720;722;744;746,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2700;0.1955;0.2740;0.1330;0.2115;0.3790;0.2740,7;2;6;8;3;7;6
5,723,0.97332,care,738,0.0,0.399,5,700;702;724;728;732;734;738,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2115;0.3365;0.1490;0.2115;0.1490;0.3990,3;3;5;4;7;7;5
5,703,0.9483199999999999,care,724,0.0,0.3365,8,704;706;708;710;724;726,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2700;0.2700;0.1955;0.2740;0.3365;0.1490,4;8;5;3;8;5
5,725,0.97332,care,710,0.0,0.274,3,704;706;708;710;724;726;738,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2700;0.2700;0.1955;0.2740;0.3365;0.1490;0.3990,4;7;8;3;8;2;8
5,711,0.97332,care,722,0.0,0.2115,3,708;712;722;744;746,0.0000;0.5000;0.0000;0.0000;0.0000,0.1955;0.2740;0.2115;0.3790;0.2740,3;4;3;8;5
6,737,0.96776,care,738,0.5,0.3405,5,700;702;724;728;732;738,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2035;0.2155;0.2780;0.0905;0.1915;0.3405,3;3;5;4;7;5
6,717,0.9427599999999999,care,734,0.0,0.0665,2,712;716;718;734;742;746,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3405;0.2700;0.2155;0.0665;0.2155;0.2780,8;4;3;2;2;8
6,709,0.96776,care,710,0.5,0.2155,3,704;706;708;710;724;726;738,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3365;0.3365;0.2620;0.2155;0.2780;0.1530;0.3405,4;7;7;3;8;3;8
6,711,0.96776,care,722,0.0,0.153,2,708;712;722;744;746,0.0000;0.5000;0.0000;0.0000;0.0000,0.2620;0.3405;0.1530;0.3165;0.2780,4;5;2;7;6
6,703,0.9427599999999999,care,724,0.0,0.278,7,704;706;708;710;724;726;728;746,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.3365;0.2620;0.2155;0.2780;0.1530;0.0905;0.2780,5;8;5;2;7;5;8;8
6,705,0.9427599999999999,care,704,0.0,0.3365,6,704;706;710;726,0.0000;0.5000;0.0000;0.0000,0.3365;0.3365;0.2155;0.1530,6;5;5;1
6,735,0.96776,care,744,0.0,0.3165,3,714;720;722;736;740;744,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3365;0.0745;0.1530;0.3405;0.2155;0.3165,3;3;7;5;6;3
6,723,0.96776,care,738,0.0,0.3405,4,700;702;724;728;732;734;738,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2035;0.2155;0.2780;0.0905;0.1915;0.0665;0.3405,4;4;4;3;8;7;4
6,725,0.96776,care,710,0.0,0.2155,2,704;706;708;710;724;726;728;738;746,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3365;0.3365;0.2620;0.2155;0.2780;0.1530;0.0905;0.3405;0.2780,5;8;8;2;7;2;8;7;8
6,739,0.8927599999999999,care,736,0.0,0.3405,3,714;720;722;736;740;744,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3365;0.0745;0.1530;0.3405;0.2155;0.3165,5;1;6;3;3;1
6,721,0.9427599999999999,care,744,0.0,0.3165,6,704;708;712;720;722;740;744;746,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3365;0.2620;0.3405;0.0745;0.1530;0.2155;0.3165;0.2780,8;3;7;7;2;8;6;7
6,727,0.96776,care,738,0.0,0.3405,2,700;702;710;724;728;738,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2035;0.2155;0.2155;0.2780;0.0905;0.3405,6;6;7;3;1;2
6,707,0.9427599999999999,care,744,0.0,0.3165,5,708;712;720;722;740;744;746,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.3405;0.0745;0.1530;0.2155;0.3165;0.2780,4;7;7;1;8;5;7
6,729,0.96776,care,722,0.0,0.153,2,708;712;714;722;730;744,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2620;0.3405;0.3365;0.1530;0.4030;0.3165,7;5;6;2;6;7
6,699,0.9427599999999999,care,728,0.0,0.0905,6,700;702;716;724;728;732;734;738,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2035;0.2155;0.2700;0.2780;0.0905;0.1915;0.0665;0.3405,3;2;8;7;6;5;6;7
6,745,0.9427599999999999,care,722,0.0,0.153,4,708;710;712;722;744;746,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2620;0.2155;0.3405;0.1530;0.3165;0.2780,1;8;4;4;8;4
6,719,0.96776,care,720,0.5,0.0745,1,708;714;720;722;736;740;744,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2620;0.3365;0.0745;0.1530;0.3405;0.2155;0.3165,8;5;1;6;4;2;1
6,743,0.96776,care,744,0.5,0.3165,5,708;712;720;722;736;740;744;746,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2620;0.3405;0.0745;0.1530;0.3405;0.2155;0.3165;0.2780,4;8;6;1;8;7;5;8
6,713,0.9177599999999999,care,736,0.0,0.3405,3,714;720;722;736;740;744,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3365;0.0745;0.1530;0.3405;0.2155;0.3165,5;1;6;3;4;1
7,717,0.93712,care,734,0.0,0.0665,1,716;718;724;734;742;746,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2740;0.2820;0.2195;0.0665;0.1570;0.3445,5;4;8;1;3;7
7,731,0.93712,care,734,0.0,0.0665,4,700;702;716;718;728;732;734;742;746,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2075;0.1570;0.2740;0.2820;0.0945;0.2580;0.0665;0.1570;0.3445,5;4;6;7;8;4;4;8;8
7,709,0.96212,care,710,0.5,0.157,2,704;706;708;710;724;726;728;738;746,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4030;0.3405;0.3285;0.1570;0.2195;0.2195;0.0945;0.2820;0.3445,5;8;7;2;7;3;8;8;8
7,733,0.96212,care,746,0.0,0.34450000000000003,7,700;702;716;718;724;728;732;734;742;746,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2075;0.1570;0.2740;0.2820;0.2195;0.0945;0.2580;0.0665;0.1570;0.3445,8;7;5;4;8;7;7;1;5;7
7,739,0.8871199999999999,care,736,0.0,0.34450000000000003,2,714;720;722;736;740;744,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.4030;0.0665;0.1570;0.3445;0.2820;0.2580,6;1;7;2;4;2
7,745,0.93712,care,712,0.0,0.40700000000000003,5,704;708;712;722;744;746,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.4030;0.3285;0.4070;0.1570;0.2580;0.3445,8;2;5;3;7;5
7,719,0.93712,care,714,0.0,0.403,5,708;714;720;722;736;740;744,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.3285;0.4030;0.0665;0.1570;0.3445;0.2820;0.2580,8;5;1;6;4;2;1
7,703,0.93712,care,724,0.0,0.2195,6,704;708;710;724;726;728;746,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4030;0.3285;0.1570;0.2195;0.2195;0.0945;0.3445,6;5;2;6;5;8;7
