tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
5,22,0.97332,care,47,0.0,0.3365,1,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.1490;0.2740;0.1490;0.3365;0.2740,6;1;5;4;4;2;4;5;3;1;4
5,28,0.97332,care,11,0.0,0.0865,4,5;11;13;17;25;29;45,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1330;0.0865;0.0825;0.2580;0.2035;0.3365;0.1490,4;4;8;6;5;5;7
5,0,0.9483199999999999,care,9,0.0,0.274,6,1;3;9;15;23;27;33;35;43;47;49,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.1490;0.2740;0.1490;0.3365;0.2740,4;5;6;0;6;5;1;7;1;5;8
5,16,0.9233199999999999,care,29,0.0,0.3365,3,13;17;29;39,0.0000;0.5000;0.0000;0.0000,0.0825;0.2580;0.3365;0.2740,2;4;3;4
5,14,0.9483199999999999,care,47,0.0,0.3365,7,1;3;15;27;33;43;47;49,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2115;0.1490;0.1490;0.3365;0.2740,1;5;4;8;5;5;7;8
5,8,0.97832,forage,,,,,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.1490;0.2740;0.1490;0.3365;0.2740,7;2;4;3;3;2;3;4;2;2;5
5,12,0.9233199999999999,care,29,0.0,0.3365,6,13;17;29;39,0.5000;0.0000;0.0000;0.0000,0.0825;0.2580;0.3365;0.2740,1;1;6;5
5,24,0.9483199999999999,care,11,0.0,0.0865,4,5;11;25;29;45,0.0000;0.0000;0.5000;0.0000;0.0000,0.1330;0.0865;0.2035;0.3365;0.1490,2;4;3;8;4
5,34,0.97332,forage,,,,,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.1490;0.2740;0.1490;0.3365;0.2740,7;2;5;4;3;1;4;4;3;1;4
5,42,0.97332,care,43,0.5,0.149,2,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.1490;0.2740;0.1490;0.3365;0.2740,3;5;7;1;7;5;2;8;2;5;8
5,26,0.97332,care,9,0.0,0.274,5,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.1490;0.2740;0.1490;0.3365;0.2740,5;2;5;3;5;3;3;6;2;2;5
5,4,0.9233199999999999,care,29,0.0,0.3365,7,5;11;17;25;29;45,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1330;0.0865;0.2580;0.2035;0.3365;0.1490,2;4;8;3;7;5
5,38,0.97332,care,29,0.0,0.3365,2,13;17;29;39,0.0000;0.0000;0.0000;0.5000,0.0825;0.2580;0.3365;0.2740,3;5;2;4
5,46,0.97332,care,47,0.5,0.3365,5,1;3;9;15;23;27;33;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.1490;0.1490;0.3365;0.2740,3;3;8;4;8;6;4;3;5;4
5,32,0.97332,care,9,0.0,0.274,7,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.1490;0.2740;0.1490;0.3365;0.2740,3;3;7;2;7;5;2;8;2;4;6
5,48,0.97332,care,43,0.0,0.149,3,1;3;9;15;23;27;33;35;43;47;49,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2540;0.2740;0.2740;0.2740;0.2740;0.2115;0.1490;0.2740;0.1490;0.3365;0.2740,4;1;6;4;6;4;4;7;3;3;4
5,2,0.97332,care,47,0.0,0.3365,6,1;3;15;27;33;43;47;49,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.2740;0.2740;0.2115;0.1490;0.1490;0.3365;0.2740,1;4;3;7;4;4;6;6
6,30,0.9427599999999999,care,31,0.5,0.133,2,19;31;37;39,0.0000;0.5000;0.0000;0.0000,0.2620;0.1330;0.2780;0.3405,3;2;6;8
