tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance
4,22,0.9888,care,9,0.0,0.3325,5
4,0,0.9538,care,3,0.0,0.27,1
4,8,0.9788,care,3,0.0,0.27,2
4,2,0.9788,care,9,0.0,0.3325,8
5,8,0.97332,care,9,0.5,0.399,6
5,14,0.9483199999999999,care,3,0.0,0.3165,3
5,22,0.98332,care,9,0.0,0.399,4
5,2,0.97332,care,9,0.0,0.399,7
5,0,0.9233199999999999,care,9,0.0,0.399,6
6,0,0.9177599999999999,care,9,0.0,0.3405,5
6,8,0.96776,care,9,0.5,0.3405,5
6,2,0.96776,care,9,0.0,0.3405,6
6,14,0.9427599999999999,care,3,0.0,0.383,2
6,22,0.97776,care,9,0.0,0.3405,3
7,14,0.93712,care,1,0.0,0.391,4
7,8,0.96212,care,9,0.5,0.28200000000000003,4
7,0,0.9121199999999999,care,9,0.0,0.28200000000000003,4
7,2,0.96212,care,1,0.0,0.391,5
7,22,0.97212,care,3,0.0,0.387,5
8,8,0.9563999999999999,care,3,0.0,0.3285,4
8,22,0.9663999999999999,care,3,0.0,0.3285,5
8,14,0.9313999999999999,care,1,0.0,0.4575,3
8,2,0.9563999999999999,care,1,0.0,0.4575,5
8,0,0.9063999999999999,care,9,0.0,0.2235,3
9,8,0.9505999999999999,care,3,0.0,0.27,3
9,2,0.9505999999999999,care,1,0.0,0.524,4
9,0,0.9005999999999998,care,9,0.0,0.29000000000000004,2
9,14,0.9255999999999999,care,1,0.0,0.524,2
10,14,0.9197199999999999,care,1,0.0,0.528,1
10,8,0.9447199999999999,care,3,0.0,0.274,2
10,4,0.9347199999999999,care,5,0.5,0.35250000000000004,5
10,10,0.9197199999999999,care,5,0.0,0.35250000000000004,3
10,2,0.9447199999999999,care,1,0.0,0.528,3
10,0,0.8947199999999998,care,9,0.0,0.35650000000000004,1
10,22,0.9547199999999999,care,1,0.0,0.528,8
11,22,0.9487599999999999,care,1,0.0,0.504,7
11,8,0.9387599999999999,care,3,0.0,0.278,1
11,0,0.8637599999999999,care,9,0.0,0.379,1
11,14,0.8887599999999999,care,1,0.0,0.504,1
11,2,0.9387599999999999,care,1,0.0,0.504,2
12,10,0.9077199999999999,care,5,0.0,0.23550000000000001,1
12,8,0.9077199999999999,care,1,0.0,0.504,6
12,2,0.9377199999999999,care,1,0.0,0.504,2
12,22,0.9427199999999999,care,1,0.0,0.504,6
12,4,0.9227199999999999,care,5,0.5,0.23550000000000001,3
12,0,0.8327199999999998,care,9,0.0,0.379,1
12,14,0.8577199999999998,care,1,0.0,0.504,1
13,10,0.8765999999999998,care,11,0.5,0.3365,5
13,0,0.8015999999999998,care,23,0.0,0.36850000000000005,5
13,2,0.9365999999999999,care,1,0.0,0.504,2
13,8,0.9015999999999998,care,1,0.0,0.504,5
13,4,0.9165999999999999,care,11,0.0,0.3365,4
13,14,0.8265999999999998,care,1,0.0,0.504,1
13,22,0.9365999999999999,care,1,0.0,0.504,5
