tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,638,0.9788,care,629,0.0,0.137,4,629;631;639;649;669,0.0000;0.0000;0.5000;0.0000;0.0000,0.1370;0.1330;0.3325;0.1450;0.1450,4;3;5;2;8
4,634,0.9788,care,627,0.0,0.3325,2,621;625;627;635;647;659;663,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1915;0.2660;0.3325;0.2075;0.2075;0.2700;0.1450,7;7;2;3;5;8;8
4,642,0.9788,care,653,0.0,0.3325,5,623;641;643;651;653;657;661;665;669,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.0825;0.2700;0.2075;0.3325;0.2075;0.3325;0.2700;0.1450,4;1;4;4;5;8;4;8;6
4,644,0.9538,care,655,0.0,0.3325,1,633;645;655;671,0.0000;0.5000;0.0000;0.0000,0.2035;0.1410;0.3325;0.0825,7;2;1;3
4,622,0.9538,care,653,0.0,0.3325,5,623;641;643;651;653;661;669,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2540;0.0825;0.2700;0.2075;0.3325;0.3325;0.1450,4;2;4;3;5;3;6
4,650,0.9788,care,661,0.0,0.3325,7,623;641;643;651;661;669,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2540;0.0825;0.2700;0.2075;0.3325;0.1450,2;4;8;3;7;2
4,654,0.9788,care,655,0.5,0.3325,5,621;625;633;645;655;671,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1915;0.2660;0.2035;0.1410;0.3325;0.0825,7;4;6;6;5;4
4,662,0.9538,care,627,0.0,0.3325,6,619;621;627;637;647;659;663;665,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2620;0.1915;0.3325;0.2075;0.2075;0.2700;0.1450;0.2700,3;8;6;8;3;6;2;8
4,666,0.9788,care,623,0.0,0.254,3,623;629;641;651;657;665;667;669,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.2540;0.1370;0.0825;0.2075;0.2075;0.2700;0.3325;0.1450,3;8;7;8;7;8;5;6
4,658,0.9788,care,627,0.0,0.3325,7,619;621;627;637;647;657;659;663;665,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2620;0.1915;0.3325;0.2075;0.2075;0.2075;0.2700;0.1450;0.2700,3;6;7;7;4;7;4;4;6
4,668,0.9538,care,661,0.0,0.3325,8,623;629;641;651;657;661;665;669,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.2540;0.1370;0.0825;0.2075;0.2075;0.3325;0.2700;0.1450,1;8;5;4;8;8;8;2
4,630,0.9538,care,639,0.0,0.3325,6,629;631;639;649;669,0.0000;0.5000;0.0000;0.0000;0.0000,0.1370;0.1330;0.3325;0.1450;0.1450,3;2;6;3;8
4,626,0.9788,care,619,0.0,0.262,4,619;621;625;627;635;647;657;659;663;665,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.1915;0.2660;0.3325;0.2075;0.2075;0.2075;0.2700;0.1450;0.2700,4;5;8;5;8;2;6;3;5;5
4,628,0.9288,care,649,0.0,0.145,5,629;631;639;649,0.5000;0.0000;0.0000;0.0000,0.1370;0.1330;0.3325;0.1450,2;1;8;5
4,648,0.9788,care,639,0.0,0.3325,5,629;631;639;649,0.0000;0.0000;0.0000;0.5000,0.1370;0.1330;0.3325;0.1450,4;3;5;2
4,670,0.9988,self,,,,,625;645;655;671,0.0000;0.0000;0.0000;0.5000,0.2660;0.1410;0.3325;0.0825,5;5;4;1
4,664,0.9538,care,627,0.0,0.3325,6,621;627;647;657;659;665,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1915;0.3325;0.2075;0.2075;0.2700;0.2700,1;6;7;4;3;4
