tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,186,0.9538,care,163,0.0,0.3165,8,163;165;167;171;173;175;183;187,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3165;0.2540;0.1450;0.1915;0.2700;0.2075;0.2700;0.2700,8;7;7;1;8;6;3;4
4,170,0.9788,care,163,0.0,0.3165,4,163;165;167;171;173;175;179;183;187;191,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3165;0.2540;0.1450;0.1915;0.2700;0.2075;0.1450;0.2700;0.2700;0.2075,4;7;6;3;8;6;7;3;7;8
4,192,0.9788,care,163,0.0,0.3165,8,151;153;163;177;179;191;193,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1330;0.2700;0.3165;0.0825;0.1450;0.2075;0.2075,1;6;8;3;4;8;3
4,178,0.9538,care,163,0.0,0.3165,6,151;153;163;177;179;191;193,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1330;0.2700;0.3165;0.0825;0.1450;0.2075;0.2075,2;8;6;3;2;6;5
4,182,0.9538,care,163,0.0,0.3165,1,151;163;167;171;175;179;183;191,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1330;0.3165;0.1450;0.1915;0.2075;0.1450;0.2700;0.2075,8;1;5;6;5;5;4;5
4,162,0.9788,care,151,0.0,0.133,2,151;163;177;179;183;191;193,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1330;0.3165;0.0825;0.1450;0.2700;0.2075;0.2075,2;5;4;1;8;5;6
4,190,0.9788,care,151,0.0,0.133,4,151;161;163;177;179;183;191;193,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1330;0.1330;0.3165;0.0825;0.1450;0.2700;0.2075;0.2075,4;7;3;6;1;8;3;8
4,166,0.9788,care,163,0.0,0.3165,4,163;167;171;175;179;183;191,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3165;0.1450;0.1915;0.2075;0.1450;0.2700;0.2075,4;2;7;3;8;5;4
4,174,0.9788,care,163,0.0,0.3165,3,163;167;171;175;179;183;191,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3165;0.1450;0.1915;0.2075;0.1450;0.2700;0.2075,3;3;5;3;7;3;6
4,150,0.9996,self,,,,,151;153;163;177;179;191;193;197,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1330;0.2700;0.3165;0.0825;0.1450;0.2075;0.2075;0.2075,2;7;7;6;4;7;4;7
5,166,0.97332,care,163,0.0,0.379,3,163;167;171;175;179;183;191,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3790;0.2115;0.2580;0.2740;0.0865;0.2740;0.2740,3;3;7;3;7;5;4
5,158,0.97332,care,153,0.0,0.1915,1,151;153;157;159;169;173;177;181;193;199,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.1915;0.2580;0.2740;0.2115;0.3365;0.0865;0.2740;0.2740;0.1290,8;1;7;4;5;7;6;5;6;6
5,186,0.9483199999999999,care,163,0.0,0.379,7,163;165;167;171;173;175;183;187,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3790;0.2580;0.2115;0.2580;0.3365;0.2740;0.2740;0.2740,7;7;6;1;8;6;3;4
5,164,0.9233199999999999,care,173,0.0,0.3365,3,153;155;159;165;173;181;199,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1915;0.1995;0.2740;0.2580;0.3365;0.2740;0.1290,8;2;5;4;3;2;1
5,182,0.9233199999999999,care,163,0.0,0.379,1,151;163;167;171;175;179;183;191,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1370;0.3790;0.2115;0.2580;0.2740;0.0865;0.2740;0.2740,8;1;5;6;5;5;4;5
5,180,0.97332,care,153,0.0,0.1915,2,151;153;155;157;159;165;169;173;177;181;193;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1370;0.1915;0.1995;0.2580;0.2740;0.2580;0.2115;0.3365;0.0865;0.2740;0.2740;0.1290,7;2;8;8;3;8;6;6;5;4;7;5
5,190,0.97332,care,163,0.0,0.379,4,151;161;163;177;179;191;193,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1370;0.1370;0.3790;0.0865;0.0865;0.2740;0.2740,3;8;4;5;1;4;7
5,172,0.97332,care,153,0.0,0.1915,3,151;153;155;159;165;169;173;177;179;181;193;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.1915;0.1995;0.2740;0.2580;0.2115;0.3365;0.0865;0.0865;0.2740;0.2740;0.1290,8;3;7;5;7;7;5;4;7;3;8;4
5,154,0.9233199999999999,care,173,0.0,0.3365,2,155;159;165;171;173;181;199,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2740;0.2580;0.2580;0.3365;0.2740;0.1290,3;8;1;7;2;5;4
5,198,0.97332,care,199,0.5,0.129,2,153;155;159;165;173;177;179;181;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1915;0.1995;0.2740;0.2580;0.3365;0.0865;0.0865;0.2740;0.1290,5;5;4;5;4;6;8;1;2
5,178,0.9483199999999999,care,163,0.0,0.379,5,151;163;177;179;181;183;191;193,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1370;0.3790;0.0865;0.0865;0.2740;0.2740;0.2740;0.2740,3;5;4;1;8;8;5;6
5,192,0.97332,care,163,0.0,0.379,7,151;153;163;177;179;191;193,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1370;0.1915;0.3790;0.0865;0.0865;0.2740;0.2740,2;7;7;2;3;7;4
5,162,0.97332,care,163,0.5,0.379,6,151;153;163;177;179;191;193,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1370;0.1915;0.3790;0.0865;0.0865;0.2740;0.2740,1;8;6;3;2;6;5
5,170,0.97332,care,163,0.0,0.379,3,151;163;165;167;171;173;175;179;183;187;191,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.3790;0.2580;0.2115;0.2580;0.3365;0.2740;0.0865;0.2740;0.2740;0.2740,8;3;7;6;4;8;6;6;3;8;7
5,150,0.99912,forage,,,,,151;153;163;177;179;191;193;197,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1370;0.1915;0.3790;0.0865;0.0865;0.2740;0.2740;0.2740,2;7;7;6;4;7;4;7
5,194,0.9483199999999999,care,191,0.0,0.274,4,161;163;179;191;195;197,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1370;0.3790;0.0865;0.2740;0.1915;0.2740,1;8;8;4;3;6
5,174,0.97332,care,163,0.0,0.379,2,163;167;171;175;179;183;191,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.3790;0.2115;0.2580;0.2740;0.0865;0.2740;0.2740,2;4;6;4;6;4;5
6,198,0.96776,care,199,0.5,0.07050000000000001,1,153;155;159;165;173;177;181;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1290;0.2035;0.2780;0.1995;0.4030;0.0905;0.3405;0.0705,6;4;4;5;4;7;1;1
6,176,0.99356,forage,,,,,151;153;157;159;169;173;177;179;181;193;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1410;0.1290;0.3245;0.2780;0.2780;0.4030;0.0905;0.0905;0.3405;0.3405;0.0705,5;4;7;6;7;8;1;6;6;5;7
6,162,0.96776,care,163,0.5,0.3165,5,151;163;177;179;183;191;193,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1410;0.3165;0.0905;0.0905;0.2780;0.2155;0.3405,2;5;4;1;8;5;6
6,158,0.9427599999999999,care,173,0.0,0.403,7,151;153;157;159;169;173;177;181;193;199,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1410;0.1290;0.3245;0.2780;0.2780;0.4030;0.0905;0.3405;0.3405;0.0705,8;1;7;4;5;7;6;5;6;6
6,174,0.96776,care,163,0.0,0.3165,1,151;163;167;171;175;179;183;191,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1410;0.3165;0.2780;0.3245;0.3405;0.0905;0.2780;0.2155,8;1;5;7;5;5;5;4
6,154,0.9177599999999999,care,173,0.0,0.403,1,155;159;165;171;173;181;199,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2035;0.2780;0.1995;0.3245;0.4030;0.3405;0.0705,3;8;1;7;1;5;4
6,170,0.96776,care,163,0.0,0.3165,2,151;163;165;167;171;173;175;179;183;191,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1410;0.3165;0.1995;0.2780;0.3245;0.4030;0.3405;0.0905;0.2780;0.2155,7;2;8;6;5;8;6;5;3;6
6,172,0.96776,care,153,0.0,0.129,2,151;153;155;157;159;165;169;173;177;179;181;193;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1410;0.1290;0.2035;0.3245;0.2780;0.1995;0.2780;0.4030;0.0905;0.0905;0.3405;0.3405;0.0705,7;2;8;8;4;8;6;6;3;8;4;7;5
6,196,0.96776,care,191,0.0,0.2155,5,161;179;191;195;197,0.0000;0.0000;0.0000;0.0000;0.5000,0.1410;0.0905;0.2155;0.2580;0.3405,2;6;5;5;5
6,150,0.99356,forage,,,,,151;153;163;177;179;191;193;197,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1410;0.1290;0.3165;0.0905;0.0905;0.2155;0.3405;0.3405,2;7;8;6;4;8;3;7
6,182,0.8927599999999999,care,175,0.0,0.3405,5,151;163;167;171;175;179;183;191,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1410;0.3165;0.2780;0.3245;0.3405;0.0905;0.2780;0.2155,8;1;5;6;5;5;4;5
6,190,0.96776,care,163,0.0,0.3165,3,151;161;163;177;179;183;191;193,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1410;0.1410;0.3165;0.0905;0.0905;0.2780;0.2155;0.3405,4;7;3;6;1;8;3;8
6,186,0.9427599999999999,care,163,0.0,0.3165,6,163;165;167;171;173;175;183;187,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3165;0.1995;0.2780;0.3245;0.4030;0.3405;0.2780;0.3405,6;7;6;1;8;6;3;5
6,178,0.9427599999999999,care,163,0.0,0.3165,4,151;161;163;177;179;183;191;193,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1410;0.1410;0.3165;0.0905;0.0905;0.2780;0.2155;0.3405,3;8;4;5;1;7;4;7
6,192,0.96776,care,163,0.0,0.3165,6,151;153;163;177;179;191;193,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1410;0.1290;0.3165;0.0905;0.0905;0.2155;0.3405,2;8;6;3;2;6;5
6,184,0.9477599999999999,forage,,,,,153;157;169;185;193,0.0000;0.0000;0.0000;0.5000;0.0000,0.1290;0.3245;0.2780;0.2155;0.3405,7;2;3;3;8
6,164,0.9177599999999999,care,173,0.0,0.403,2,153;155;159;165;173;181;199,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1290;0.2035;0.2780;0.1995;0.4030;0.3405;0.0705,8;2;6;3;2;3;2
6,168,0.9427599999999999,care,159,0.0,0.278,5,151;153;157;159;169;173;177;181;193;199,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1410;0.1290;0.3245;0.2780;0.2780;0.4030;0.0905;0.3405;0.3405;0.0705,8;1;6;5;4;8;6;6;5;7
6,166,0.96776,care,163,0.0,0.3165,2,163;167;171;175;179;183;191,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3165;0.2780;0.3245;0.3405;0.0905;0.2780;0.2155,2;4;7;4;6;5;4
6,156,0.96776,care,153,0.0,0.129,1,151;153;157;159;169;177;181;193;199,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1410;0.1290;0.3245;0.2780;0.2780;0.0905;0.3405;0.3405;0.0705,8;1;5;6;3;6;7;4;8
6,188,0.9427599999999999,care,197,0.0,0.3405,2,161;189;197,0.0000;0.5000;0.0000,0.1410;0.2740;0.3405,7;4;2
6,194,0.9427599999999999,care,197,0.0,0.3405,7,161;163;167;179;191;195;197,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1410;0.3165;0.2780;0.0905;0.2155;0.2580;0.3405,2;7;8;7;3;4;7
6,180,0.96776,care,153,0.0,0.129,1,151;153;157;159;169;173;177;181;193;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1410;0.1290;0.3245;0.2780;0.2780;0.4030;0.0905;0.3405;0.3405;0.0705,7;1;7;4;5;7;5;5;6;6
6,152,0.96776,care,153,0.5,0.129,2,151;153;157;159;169;177;179;181;193;199,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1410;0.1290;0.3245;0.2780;0.2780;0.0905;0.0905;0.3405;0.3405;0.0705,5;2;5;6;5;3;8;7;4;8
6,160,0.9177599999999999,care,191,0.0,0.2155,6,161;191;195;197,0.5000;0.0000;0.0000;0.0000,0.1410;0.2155;0.2580;0.3405,2;6;1;7
7,156,0.93712,care,193,0.0,0.40700000000000003,4,151;153;157;159;169;177;181;193;199,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1450;0.0665;0.3285;0.2195;0.3445;0.1570;0.3445;0.4070;0.0665,8;1;5;6;3;6;7;4;8
7,172,0.96212,care,153,0.0,0.0665,1,151;153;157;159;169;173;177;181;193;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1450;0.0665;0.3285;0.2195;0.3445;0.4415;0.1570;0.3445;0.4070;0.0665,6;1;7;4;5;7;4;5;6;6
7,152,0.96212,care,153,0.5,0.0665,1,151;153;157;159;169;177;181;193;199,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1450;0.0665;0.3285;0.2195;0.3445;0.1570;0.3445;0.4070;0.0665,6;1;5;6;4;4;7;4;8
7,186,0.93712,care,173,0.0,0.4415,8,163;165;167;171;173;175;179;183;187,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3165;0.1410;0.3445;0.3910;0.4415;0.3445;0.0945;0.2820;0.4070,5;7;6;2;8;6;8;3;6
7,150,0.99292,forage,,,,,151;153;163;177;179;191;193;197,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1450;0.0665;0.3165;0.1570;0.0945;0.1570;0.4070;0.4070,2;7;8;6;4;8;3;7
7,166,0.96212,care,163,0.0,0.3165,1,151;163;167;171;175;179;183;191,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1450;0.3165;0.3445;0.3910;0.3445;0.0945;0.2820;0.1570,8;1;5;6;5;5;4;5
7,170,0.96212,care,163,0.0,0.3165,1,151;163;167;171;173;175;179;183;191,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1450;0.3165;0.3445;0.3910;0.4415;0.3445;0.0945;0.2820;0.1570,7;1;6;6;8;6;4;4;5
7,174,0.93712,care,171,0.0,0.391,7,151;163;167;171;175;179;183;191,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1450;0.3165;0.3445;0.3910;0.3445;0.0945;0.2820;0.1570,8;1;5;7;5;5;5;4
7,196,0.96212,care,197,0.5,0.40700000000000003,6,161;163;179;191;195;197,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.0825;0.3165;0.0945;0.1570;0.2620;0.4070,2;8;6;4;5;6
7,182,0.8871199999999999,care,175,0.0,0.34450000000000003,4,163;167;171;175;179;183;191,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3165;0.3445;0.3910;0.3445;0.0945;0.2820;0.1570,2;4;6;4;6;4;5
7,198,0.93712,care,173,0.0,0.4415,4,153;155;159;165;173;177;181;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.0665;0.2075;0.2195;0.1410;0.4415;0.1570;0.3445;0.0665,6;4;4;5;4;7;1;1
7,160,0.9121199999999999,care,191,0.0,0.157,5,161;191;195;197,0.5000;0.0000;0.0000;0.0000,0.0825;0.1570;0.2620;0.4070,1;5;2;6
7,168,0.93712,care,159,0.0,0.2195,4,151;153;157;159;169;173;177;181;193;199,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1450;0.0665;0.3285;0.2195;0.3445;0.4415;0.1570;0.3445;0.4070;0.0665,8;1;7;4;5;7;6;5;6;6
7,158,0.93712,care,173,0.0,0.4415,6,151;153;155;157;159;165;169;173;177;181;193;199,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1450;0.0665;0.2075;0.3285;0.2195;0.1410;0.3445;0.4415;0.1570;0.3445;0.4070;0.0665,7;2;8;8;3;8;6;6;5;4;7;5
7,178,0.93712,care,163,0.0,0.3165,3,151;161;163;177;179;183;191;193,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1450;0.0825;0.3165;0.1570;0.0945;0.2820;0.1570;0.4070,4;7;3;6;1;7;3;8
7,194,0.93712,care,197,0.0,0.40700000000000003,6,161;163;179;191;195;197,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.0825;0.3165;0.0945;0.1570;0.2620;0.4070,1;8;7;4;4;6
7,162,0.96212,care,163,0.5,0.3165,5,151;163;177;179;181;183;191;193,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1450;0.3165;0.1570;0.0945;0.3445;0.2820;0.1570;0.4070,3;5;4;1;8;8;5;6
7,192,0.96212,care,193,0.5,0.40700000000000003,6,151;163;177;179;183;191;193,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1450;0.3165;0.1570;0.0945;0.2820;0.1570;0.4070,2;5;4;1;8;5;6
7,190,0.96212,care,163,0.0,0.3165,2,151;161;163;167;175;177;179;183;191,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1450;0.0825;0.3165;0.3445;0.3445;0.1570;0.0945;0.2820;0.1570,5;7;2;8;8;7;2;7;2
7,164,0.9121199999999999,care,173,0.0,0.4415,1,153;155;159;165;171;173;181;199,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.0665;0.2075;0.2195;0.1410;0.3910;0.4415;0.3445;0.0665,8;2;7;2;8;1;4;3
7,188,0.93712,care,197,0.0,0.40700000000000003,1,161;189;197,0.0000;0.5000;0.0000,0.0825;0.3405;0.4070,6;5;1
7,184,0.99936,self,,,,,153;157;169;185;193,0.0000;0.0000;0.0000;0.5000;0.0000,0.0665;0.3285;0.3445;0.2195;0.4070,7;2;3;3;8
7,180,0.93712,care,173,0.0,0.4415,7,151;153;157;159;169;173;177;181;193;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1450;0.0665;0.3285;0.2195;0.3445;0.4415;0.1570;0.3445;0.4070;0.0665,7;1;7;4;5;7;5;5;6;6
7,176,0.98792,forage,,,,,151;153;157;159;169;171;173;177;179;181;193;199,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.1450;0.0665;0.3285;0.2195;0.3445;0.3910;0.4415;0.1570;0.0945;0.3445;0.4070;0.0665,6;5;8;7;8;8;7;2;5;5;6;6
7,154,0.8871199999999999,care,173,0.0,0.4415,1,155;159;165;171;173;181;199,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2075;0.2195;0.1410;0.3910;0.4415;0.3445;0.0665,3;8;1;7;1;5;4
