tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,113,0.9788,care,114,0.5,0.3325,5,80;86;98;108;110;114;122,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.3165;0.2700;0.2700;0.2075;0.2075;0.3325;0.0825,8;3;7;8;3;5;5
4,121,0.9788,care,114,0.0,0.3325,1,86;98;110;114;122,0.0000;0.0000;0.0000;0.0000;0.5000,0.2700;0.2700;0.2075;0.3325;0.0825,7;8;5;1;1
4,83,0.9788,care,78,0.0,0.1915,3,78;80;84;94;98;106;108;116,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1915;0.3165;0.3325;0.3325;0.2700;0.2700;0.2075;0.3325,3;6;5;7;6;6;4;3
4,105,0.9538,care,88,0.0,0.3325,6,78;88;92;94;98;100;104;106;108;116;118,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1915;0.3325;0.3325;0.3325;0.2700;0.2700;0.3205;0.2700;0.2075;0.3325;0.2075,1;6;7;7;7;7;8;4;8;7;8
4,85,0.9788,care,80,0.0,0.3165,3,80;84;86;98;108;110;114;116;124,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.3165;0.3325;0.2700;0.2700;0.2075;0.2075;0.3325;0.3325;0.2700,3;6;4;6;5;8;8;7;8
4,91,0.9788,care,88,0.0,0.3325,4,78;82;88;92;100;106,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1915;0.2660;0.3325;0.3325;0.2700;0.2700,3;7;4;5;6;5
4,107,0.9788,care,84,0.0,0.3325,4,78;80;84;98;106;108;116;120,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1915;0.3165;0.3325;0.2700;0.2700;0.2075;0.3325;0.2075,4;5;4;4;7;3;4;8
4,117,0.9788,care,88,0.0,0.3325,7,76;88;92;102;104;106;118,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.1410;0.3325;0.3325;0.2035;0.3205;0.2700;0.2075,4;7;7;7;5;4;3
4,99,0.9788,care,78,0.0,0.1915,2,78;82;88;92;98;100;106;116;120,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.1915;0.2660;0.3325;0.3325;0.2700;0.2700;0.2700;0.3325;0.2075,2;8;5;6;8;4;7;8;8
4,93,0.9788,care,94,0.5,0.3325,5,76;94;106;118,0.0000;0.5000;0.0000;0.0000,0.1410;0.3325;0.2700;0.2075,2;5;6;8
4,111,0.9538,care,84,0.0,0.3325,7,84;94;96;112;116;124,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3325;0.3325;0.1955;0.2075;0.3325;0.2700,7;8;1;3;8;5
4,109,0.9788,care,114,0.0,0.3325,7,80;86;108;110;114;122,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.3165;0.2700;0.2075;0.2075;0.3325;0.0825,8;3;8;3;7;7
4,123,0.9538,care,84,0.0,0.3325,2,80;84;86;94;98;108;116;124,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000,0.3165;0.3325;0.2700;0.3325;0.2700;0.2075;0.3325;0.2700,1;2;6;8;5;3;4;4
4,79,0.9788,care,84,0.0,0.3325,4,78;80;84;94;98;106;108;116,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1915;0.3165;0.3325;0.3325;0.2700;0.2700;0.2075;0.3325,4;5;4;8;5;7;3;3
4,75,0.9538,care,94,0.0,0.3325,5,76;94;106;118,0.5000;0.0000;0.0000;0.0000,0.1410;0.3325;0.2700;0.2075,2;5;7;8
4,77,0.9538,care,84,0.0,0.3325,5,78;80;84;94;98;106;108;116,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1915;0.3165;0.3325;0.3325;0.2700;0.2700;0.2075;0.3325,3;6;5;8;5;6;4;3
