tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
4,422,0.9788,care,423,0.5,0.3165,5,393;397;409;423;429;433,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1955;0.2075;0.2075;0.3165;0.2075;0.2700,6;4;5;5;8;3
4,398,0.9288,care,423,0.0,0.3165,1,399;409;423;433,0.5000;0.0000;0.0000;0.0000,0.2035;0.2075;0.3165;0.2700,3;6;1;6
4,412,0.9788,care,391,0.0,0.3165,3,389;391;403;405;407;413;417;419;421;425;427;435,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0665;0.3165;0.2075;0.2700;0.2075;0.2075;0.2700;0.2700;0.2700;0.1450;0.2700;0.0825,5;3;4;8;6;3;4;8;5;7;4;5
4,416,0.9788,care,391,0.0,0.3165,4,387;389;391;401;403;405;409;411;417;419;425;429;435,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000,0.2620;0.0665;0.3165;0.0825;0.2075;0.2700;0.2075;0.2075;0.2700;0.2700;0.1450;0.2075;0.0825,4;6;4;4;8;4;8;8;4;1;8;6;3
4,426,0.9788,care,391,0.0,0.3165,5,389;391;403;405;407;413;417;421;425;427;435,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.0665;0.3165;0.2075;0.2700;0.2075;0.2075;0.2700;0.2700;0.1450;0.2700;0.0825,4;5;3;7;4;4;5;3;6;4;6
4,418,0.9788,care,391,0.0,0.3165,5,387;389;391;393;397;401;405;409;411;417;419;429;435,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.2620;0.0665;0.3165;0.1955;0.2075;0.0825;0.2700;0.2075;0.2075;0.2700;0.2700;0.2075;0.0825,2;7;5;8;8;1;5;7;5;5;4;4;4
4,420,0.9788,care,389,0.0,0.0665,2,389;391;403;405;407;413;415;417;421;425;427;435,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000,0.0665;0.3165;0.2075;0.2700;0.2075;0.2075;0.2075;0.2700;0.2700;0.1450;0.2700;0.0825,2;4;1;5;5;6;8;4;4;4;6;5
4,406,0.9788,care,391,0.0,0.3165,6,389;391;403;405;407;413;415;417;421;425;427;435,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.0665;0.3165;0.2075;0.2700;0.2075;0.2075;0.2075;0.2700;0.2700;0.1450;0.2700;0.0825,4;6;2;6;3;7;7;6;2;3;7;7
4,386,0.9538,care,391,0.0,0.3165,3,387;389;391;401;403;405;411;413;417;419;425;429;435,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.0665;0.3165;0.0825;0.2075;0.2700;0.2075;0.2075;0.2700;0.2700;0.1450;0.2075;0.0825,4;5;3;3;7;3;7;8;3;2;7;6;2
4,402,0.9538,care,391,0.0,0.3165,2,387;389;391;401;403;405;407;413;415;417;419;421;425;427;435,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.2620;0.0665;0.3165;0.0825;0.2075;0.2700;0.2075;0.2075;0.2075;0.2700;0.2700;0.2700;0.1450;0.2700;0.0825,8;1;2;7;3;3;8;8;7;1;6;7;3;8;2
