tick,mother_id,mother_energy,winner_domain,chosen_child_id,chosen_r,chosen_distress,chosen_distance,candidate_child_ids,candidate_r,candidate_distress,candidate_distance
5,325,0.97332,care,322,0.0,0.3365,1,308;310;318;322;326;328;330;334;340;344;348;356,0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2620;0.2075;0.3365;0.2740;0.3365;0.0865;0.1490;0.2740;0.2115;0.1490;0.2115,5;5;6;1;4;1;3;7;8;3;6;3
5,307,0.9483199999999999,care,322,0.0,0.3365,6,308;310;318;322;326;328;330;334;340;344;348;356,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2620;0.2075;0.3365;0.2740;0.3365;0.0865;0.1490;0.2740;0.2115;0.1490;0.2115,3;2;8;6;6;4;3;5;8;8;1;4
5,327,0.97332,care,322,0.0,0.3365,5,308;310;320;322;326;328;330;334;340;344;348;356,0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2620;0.1370;0.3365;0.2740;0.3365;0.0865;0.1490;0.2740;0.2115;0.1490;0.2115,1;1;8;5;8;5;2;3;7;7;3;6
5,309,0.9483199999999999,care,322,0.0,0.3365,2,308;310;318;322;326;328;330;334;340;344;348;356,0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2620;0.2075;0.3365;0.2740;0.3365;0.0865;0.1490;0.2740;0.2115;0.1490;0.2115,4;4;7;2;5;2;2;6;7;4;5;3
5,341,0.9483199999999999,care,306,0.0,0.3165,1,306;342,0.0000;0.5000,0.3165;0.2115,1;3
5,321,0.97332,care,322,0.5,0.3365,5,308;310;320;322;326;328;330;334;340;344;348;356,0.0000;0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2620;0.1370;0.3365;0.2740;0.3365;0.0865;0.1490;0.2740;0.2115;0.1490;0.2115,3;3;8;5;8;5;1;3;5;5;4;6
5,343,0.97332,care,322,0.0,0.3365,2,308;310;318;322;326;328;330;334;340;344;348;356,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000;0.0000,0.1995;0.2620;0.2075;0.3365;0.2740;0.3365;0.0865;0.1490;0.2740;0.2115;0.1490;0.2115,5;5;7;2;5;2;2;6;7;3;6;3
5,347,0.97332,care,322,0.0,0.3365,5,308;310;318;322;326;328;330;334;340;344;348;356,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.5000;0.0000,0.1995;0.2620;0.2075;0.3365;0.2740;0.3365;0.0865;0.1490;0.2740;0.2115;0.1490;0.2115,4;3;7;5;5;3;2;6;7;7;2;3
5,305,0.9483199999999999,care,350,0.0,0.2115,3,306;350,0.5000;0.0000,0.3165;0.2115,5;3
5,317,0.9483199999999999,care,322,0.0,0.3365,2,308;310;318;322;326;328;330;344;348;356,0.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.1995;0.2620;0.2075;0.3365;0.2740;0.3365;0.0865;0.2115;0.1490;0.2115,8;7;3;2;1;2;6;3;6;3
5,349,0.99412,self,,,,,306;340;344;350,0.0000;0.0000;0.0000;0.5000,0.3165;0.2740;0.2115;0.2115,5;8;7;3
